"X3656","X557","X3975","X511","X2742","X4507","X4195","X3002","X904","X4271","X338","X1228","X3721","X1771","X4875","X1558","X4164","X214","X719","X1600","X1328","X3965","X4652","X1258","X3062","X4856","X4878","X2301","X4386","X579","X4585","X568","X3543","X4493","X3065","X4553","X948","X1599","X3468","X2554","X1030","X3827","X4963","X1813","X3426","X1359","X576","X455","X934","X4228","X4456","X1663","X2662","X3699","X1606","X3443","X4424","X2740","X1479","X2007","X532","X4694","X1358","X4869","X698","X3694","X554","X139","X3418","X1277","X2489","X1155","X1532","X2641","X2673","X2764","X2094","X4106","X4412","X596","X2474","X4876","X1929","X4596","X1495","X1762","X4655","X3248","X4980","X3188","X4503","X3648","X4916","X3066","X3893","X2812","X1861","X3172","X3463","X2367","Label"
0.995995995995996,0.991991991991992,0,0.987987987987988,0.983983983983984,0.991991991991992,0.960960960960961,0.991991991991992,0.987987987987988,0.823823823823824,0.991991991991992,0.995995995995996,0.937937937937938,0.987987987987988,0.987987987987988,0.964964964964965,0.983983983983984,0.850850850850851,0.628628628628629,0.628628628628629,0,0.531531531531532,0.531531531531532,0.987987987987988,0,0,0.987987987987988,0,0,0,0,0,0,0.956956956956957,0.987987987987988,0.777777777777778,0,0.983983983983984,0,0.960960960960961,0.983983983983984,0.983983983983984,0.968968968968969,0.948948948948949,0,0,0.960960960960961,0.960960960960961,0.564564564564565,0.843843843843844,0,0.531531531531532,0.987987987987988,0.991991991991992,0.983983983983984,0,0,0.983983983983984,0,0,0,0,0,0,0.987987987987988,0.987987987987988,0.987987987987988,0.987987987987988,0.991991991991992,0,0,0.755755755755756,0,0.983983983983984,0.755755755755756,0,0.820820820820821,0.926926926926927,0.926926926926927,0.523523523523523,0,0.701701701701702,0,0.991991991991992,0,0.453453453453453,0.680680680680681,0,0,0.987987987987988,0,0,0.521521521521522,0,0,0.960960960960961,0.773773773773774,0,0.991991991991992,0,-1
0.995995995995996,0.701701701701702,0,0.987987987987988,0.602602602602603,0.72972972972973,0.575575575575576,0.944944944944945,0.555555555555556,0.812812812812813,0.346346346346346,0.588588588588589,0.6996996996997,0.940940940940941,0.940940940940941,0.816816816816817,0,0.991991991991992,0.459459459459459,0.459459459459459,0,0.898898898898899,0.898898898898899,0.413413413413413,0.844844844844845,0.844844844844845,0.696696696696697,0,0,0,0,0,0,0,0,0.548548548548549,0,0.723723723723724,0.696696696696697,0.88988988988989,0.826826826826827,0.4004004004004,0.81981981981982,0.686686686686687,0,0,0,0,0.443443443443443,0.867867867867868,0,0.530530530530531,0.520520520520521,0.583583583583584,0,0,0,0,0,0.686686686686687,0.937937937937938,0,0,0,0,0,0,0,0.674674674674675,0,0,0.764764764764765,0,0,0.878878878878879,0.940940940940941,0,0.771771771771772,0.771771771771772,0,0,0,0,0.436436436436436,0,0.894894894894895,0.685685685685686,0,0,0,0.541541541541542,0.680680680680681,0,0.983983983983984,0.600600600600601,0.45045045045045,0,0,0,0.680680680680681,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.991991991991992,0.991991991991992,0.983983983983984,0.983983983983984,0.983983983983984,0.713713713713714,0.983983983983984,0.987987987987988,0.980980980980981,0.964964964964965,0.983983983983984,0.991991991991992,0.983983983983984,0.980980980980981,0.980980980980981,0.983983983983984,0.707707707707708,0.972972972972973,0.711711711711712,0.711711711711712,0.983983983983984,0.983983983983984,0.983983983983984,0.983983983983984,0.840840840840841,0.840840840840841,0.983983983983984,0.983983983983984,0.991991991991992,0.983983983983984,0.983983983983984,0.980980980980981,0.983983983983984,0.983983983983984,0.983983983983984,0.937937937937938,0.964964964964965,0.707707707707708,0.983983983983984,0,0.980980980980981,0.425425425425425,0.991991991991992,0,0.964964964964965,0.980980980980981,0.983983983983984,0,0.707707707707708,0.964964964964965,0.983983983983984,0.983983983983984,0.972972972972973,0.983983983983984,0.436436436436436,0.983983983983984,0,0,0.952952952952953,0.972972972972973,0.980980980980981,0.983983983983984,0.983983983983984,0.964964964964965,0.983983983983984,0.980980980980981,0,0.983983983983984,0.805805805805806,0.964964964964965,0.980980980980981,0.937937937937938,0.980980980980981,0,0,0.980980980980981,0.964964964964965,0,0,0.657657657657658,0.983983983983984,0,0.832832832832833,0.972972972972973,0.815815815815816,0.964964964964965,0.758758758758759,0.964964964964965,0.983983983983984,0.773773773773774,0.980980980980981,0.964964964964965,0,0.964964964964965,0.964964964964965,0.591591591591592,0,0.964964964964965,0,0.964964964964965,-1
1,0.662662662662663,0,0.991991991991992,0.467467467467467,0.780780780780781,0.657657657657658,0.991991991991992,0.983983983983984,0.983983983983984,0.983983983983984,0.991991991991992,0,0.991991991991992,0.991991991991992,0.991991991991992,0,0.991991991991992,0.983983983983984,0.983983983983984,0,0,0,0.657657657657658,0.983983983983984,0.983983983983984,0.657657657657658,0,0,0,0,0.878878878878879,0,0,0,0.983983983983984,0.878878878878879,0.773773773773774,0,0.983983983983984,0,0.773773773773774,0.991991991991992,0.773773773773774,0,0,0,0.847847847847848,0.758758758758759,0,0,0,0,0.983983983983984,0.773773773773774,0,0,0.645645645645646,0.602602602602603,0.815815815815816,0,0.878878878878879,0,0.72972972972973,0.657657657657658,0.983983983983984,0.983983983983984,0.758758758758759,0.548548548548549,0,0,0.983983983983984,0,0.773773773773774,0.983983983983984,0,0,0.983983983983984,0.983983983983984,0,0,0,0,0,0.983983983983984,0,0,0,0,0.983983983983984,0.540540540540541,0.808808808808809,0,0.983983983983984,0,0.983983983983984,0.983983983983984,0.588588588588589,0.854854854854855,0.527527527527528,-1
0.991991991991992,0.995995995995996,0.983983983983984,0.983983983983984,0.987987987987988,0,0,0.928928928928929,0.921921921921922,0,0.983983983983984,0.991991991991992,0.987987987987988,0.921921921921922,0.921921921921922,0,0,0.991991991991992,0.983983983983984,0.983983983983984,0,0,0,0.987987987987988,0.790790790790791,0.790790790790791,0.995995995995996,0.983983983983984,0.991991991991992,0.90990990990991,0.983983983983984,0.695695695695696,0.742742742742743,0.81981981981982,0.672672672672673,0,0.742742742742743,0,0.991991991991992,0.863863863863864,0.921921921921922,0,0,0,0.983983983983984,0.921921921921922,0,0,0,0.983983983983984,0.983983983983984,0,0.866866866866867,0.991991991991992,0,0.983983983983984,0.623623623623624,0,0.741741741741742,0.991991991991992,0.925925925925926,0,0.906906906906907,0,0.745745745745746,0.921921921921922,0,0.987987987987988,0.991991991991992,0,0,0,0,0,0,0.921921921921922,0.816816816816817,0,0,0.820820820820821,0,0.682682682682683,0,0.863863863863864,0,0,0,0,0,0.983983983983984,0.736736736736737,0.983983983983984,0,0.983983983983984,0.983983983983984,0,0,0.913913913913914,0,0,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0.532532532532533,0.72972972972973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712712712712713,0.706706706706707,0,0,0,0,0,0,0.97997997997998,0,0,0,0.956956956956957,0,0,0,0,0,0,0.726726726726727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554554554554555,0,0,0,0.94994994994995,0,0,0,0,0,0,0,0,0,0,0,0.652652652652653,0,0,0,0,0,0.500500500500501,0,0,0,0,0,0.680680680680681,0,0,0.881881881881882,0,-1
0.61961961961962,0,0,0,0,0.827827827827828,0,0.995995995995996,0.991991991991992,0.886886886886887,0.991991991991992,0.995995995995996,0,0.617617617617618,0.617617617617618,0.617617617617618,0,0.88988988988989,0.944944944944945,0.944944944944945,0,0,0,0,0.991991991991992,0.991991991991992,0,0,0,0,0,0.718718718718719,0,0,0,0.983983983983984,0.642642642642643,0,0,0.991991991991992,0,0.72972972972973,0.995995995995996,0.823823823823824,0,0,0,0.991991991991992,0,0,0,0,0,0.991991991991992,0,0,0,0.991991991991992,0,0.752752752752753,0,0.718718718718719,0,0.661661661661662,0,0,0.991991991991992,0,0,0,0,0.983983983983984,0,0.823823823823824,0.983983983983984,0,0,0.991991991991992,0.991991991991992,0,0,0,0,0,0.886886886886887,0,0,0,0,0,0.632632632632633,0,0,0.865865865865866,0,0.878878878878879,0.983983983983984,0,0.995995995995996,0,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.991991991991992,0.987987987987988,0.983983983983984,0.983983983983984,0.980980980980981,0.987987987987988,0,0,0,0,0,0,0.670670670670671,0,0,0,0.980980980980981,0.878878878878879,0,0,0,0,0,0,0,0,0.980980980980981,0.983983983983984,0.991991991991992,0.941941941941942,0,0,0.980980980980981,0,0,0,0.867867867867868,0.980980980980981,0,0,0,0,0,0,0.983983983983984,0,0,0.665665665665666,0,0.6996996996997,0.983983983983984,0,0,0,0,0.78978978978979,0.874874874874875,0,0,0.991991991991992,0,0,0.945945945945946,0.991991991991992,0.980980980980981,0,0,0,0.503503503503503,0.595595595595596,0,0,0,0,0,0,0,0,0,0.983983983983984,0,0.917917917917918,0.983983983983984,0,0.871871871871872,0,0,0.595595595595596,0.672672672672673,0,0,0.983983983983984,0.983983983983984,0.661661661661662,0.78978978978979,0,0,0.987987987987988,0.991991991991992,0,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987987987987988,0,0,0,0,0,0,0,0,0,0.976976976976977,0.987987987987988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976976976976977,0,0,0,0,0.813813813813814,0.976976976976977,0,0,0,0,0.813813813813814,0,0,0,0.987987987987988,0,0,0.976976976976977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976976976976977,0,0,0,0,0,0,0,0,0.980980980980981,0,0,0,0,0,0.976976976976977,0,0,0.813813813813814,0,0,0.623623623623624,0,0,1
0,0,0,0,0,0,0,0.987987987987988,0,0,0,0,0,0,0,0,0,0.991991991991992,0,0,0,0,0,0,0,0,0,0.907907907907908,0.952952952952953,0,0,0.647647647647648,0.623623623623624,0,0,0,0.64964964964965,0,0,0,0.976976976976977,0,0,0,0.862862862862863,0.941941941941942,0,0,0,0.980980980980981,0.941941941941942,0,0,0,0,0.941941941941942,0,0,0,0.905905905905906,0,0,0.941941941941942,0.894894894894895,0,0.976976976976977,0,0,0,0.980980980980981,0.976976976976977,0,0.976976976976977,0,0,0.496496496496497,0,0,0,0,0,0,0.945945945945946,0,0.983983983983984,0,0,0.983983983983984,0,0,0,0.894894894894895,0,0.980980980980981,0.894894894894895,0,0,0.845845845845846,0,0,-1
0.995995995995996,0.823823823823824,0,0,0,0.975975975975976,0,0.932932932932933,0,0,0,0,0,0.92992992992993,0.92992992992993,0,0.604604604604605,0.991991991991992,0,0,0,0,0,0,0.910910910910911,0.910910910910911,0.81981981981982,0,0,0,0,0,0,0,0,0,0,0,0,0.881881881881882,0,0,0,0.834834834834835,0,0,0,0.818818818818819,0,0,0,0,0,0,0,0,0,0.808808808808809,0,0.842842842842843,0,0,0,0,0.81981981981982,0,0,0,0.707707707707708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866866866866867,0,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.991991991991992,0.987987987987988,0.983983983983984,0.983983983983984,0,0.987987987987988,0.941941941941942,0,0,0.530530530530531,0,0,0.708708708708709,0,0,0.945945945945946,0,0.556556556556557,0,0,0.945945945945946,0,0,0,0,0,0.980980980980981,0.983983983983984,0.991991991991992,0.941941941941942,0,0,0.980980980980981,0,0,0,0.550550550550551,0.980980980980981,0.980980980980981,0,0,0,0.952952952952953,0,0.906906906906907,0,0,0,0,0.550550550550551,0.983983983983984,0,0.980980980980981,0,0,0.980980980980981,0.567567567567568,0,0.980980980980981,0.913913913913914,0,0.941941941941942,0.945945945945946,0.90990990990991,0.980980980980981,0,0,0,0,0.508508508508508,0,0.948948948948949,0,0,0,0,0,0,0,0.983983983983984,0,0.595595595595596,0.983983983983984,0,0.552552552552553,0,0,0.288288288288288,0.513513513513513,0,0,0.906906906906907,0.78978978978979,0.552552552552553,0.902902902902903,0,0,0.90990990990991,0.795795795795796,0.906906906906907,-1
0.666666666666667,1,0.517517517517518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552552552552553,0,0,0,0,0,0,0,0,0,0.602602602602603,0.776776776776777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.776776776776777,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.666666666666667,0,0,0,0.885885885885886,0,0,0,0,0,0,0,0,0,0,0,0,0.885885885885886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552552552552553,0,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.991991991991992,0.987987987987988,0.980980980980981,0.983983983983984,0,0.917917917917918,0.976976976976977,0.987987987987988,0.980980980980981,0.976976976976977,0.983983983983984,0.991991991991992,0,0.980980980980981,0.980980980980981,0.980980980980981,0,0.987987987987988,0,0,0.976976976976977,0.972972972972973,0.972972972972973,0.980980980980981,0,0,0,0.976976976976977,0.987987987987988,0.976976976976977,0.980980980980981,0.538538538538539,0.538538538538539,0,0,0.980980980980981,0.538538538538539,0.910910910910911,0,0,0,0.906906906906907,0.987987987987988,0,0.976976976976977,0.976976976976977,0,0,0.906906906906907,0,0.980980980980981,0.972972972972973,0,0,0.856856856856857,0,0.546546546546547,0,0,0.987987987987988,0,0.538538538538539,0.976976976976977,0,0,0.980980980980981,0,0.595595595595596,0,0.736736736736737,0.736736736736737,0.976976976976977,0.976976976976977,0,0,0,0,0,0,0.595595595595596,0.980980980980981,0.552552552552553,0.542542542542543,0,0.542542542542543,0.968968968968969,0,0.519519519519519,0.521521521521522,0.980980980980981,0.63963963963964,0.980980980980981,0.397397397397397,0,0,0.976976976976977,0,0.980980980980981,0.662662662662663,0.976976976976977,-1
0.921921921921922,0,0,0.917917917917918,0,0.564564564564565,0,0.831831831831832,0,0,0,0,0,0.765765765765766,0.765765765765766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562562562562563,0,0,0.580580580580581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827827827827828,0,0,0,0,0.521521521521522,0,0,0,0,0,0,0,0.476476476476476,0,0.788788788788789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750750750750751,0,0.925925925925926,0,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576576576576577,0,1
0.987987987987988,0.991991991991992,0.976976976976977,0.976976976976977,0.980980980980981,0.838838838838839,0.980980980980981,0.991991991991992,0.980980980980981,0.976976976976977,0.976976976976977,0.987987987987988,0.910910910910911,0.980980980980981,0.980980980980981,0.976976976976977,0.740740740740741,0.987987987987988,0.976976976976977,0.976976976976977,0.976976976976977,0,0,0.980980980980981,0.980980980980981,0.980980980980981,0.525525525525526,0.976976976976977,0.987987987987988,0.980980980980981,0.976976976976977,0.980980980980981,0.976976976976977,0,0.871871871871872,0,0.976976976976977,0.82982982982983,0,0.968968968968969,0.980980980980981,0,0.987987987987988,0.82982982982983,0.976976976976977,0.980980980980981,0.871871871871872,0,0,0.976976976976977,0.976976976976977,0,0.980980980980981,0.523523523523523,0,0.976976976976977,0.798798798798799,0,0.980980980980981,0.987987987987988,0,0.976976976976977,0.976976976976977,0.980980980980981,0,0.980980980980981,0.863863863863864,0.980980980980981,0.983983983983984,0.980980980980981,0.983983983983984,0,0.956956956956957,0.733733733733734,0,0.980980980980981,0,0.976976976976977,0.976976976976977,0.987987987987988,0.952952952952953,0.807807807807808,0.976976976976977,0.976976976976977,0.976976976976977,0,0.983983983983984,0.542542542542543,0.542542542542543,0.976976976976977,0.980980980980981,0.976976976976977,0,0,0.976976976976977,0,0,0.976976976976977,0,0,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991991991991992,0,0,0,0,0,0,0,0,0,0.621621621621622,0.787787787787788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937937937937938,0.784784784784785,0,0,0,0,0.744744744744745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960960960960961,0,0,0,0,0,0,0,0,0.983983983983984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
